player_fifa_api_id,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle
178437,65.0,65.0,right,high,medium,66.0,37.0,56.0,61.0,39.0,60.0,59.0,58.0,61.0,63.0,66.0,70.0,74.0,68.0,61.0,63.0,82.0,63.0,62.0,41.0,67.0,66.0,33.0,32.0,47.0,64.0,67.0,68.0
53116,81.0,81.0,right,high,low,78.0,80.0,60.0,82.0,84.0,83.0,88.0,86.0,71.0,86.0,88.0,83.0,90.0,82.0,94.0,85.0,50.0,52.0,67.0,84.0,55.0,30.0,80.0,78.0,88.0,16.0,28.0,22.0
139162,63.0,65.0,right,medium,medium,57.0,56.0,51.0,67.0,56.0,67.0,66.0,51.0,57.0,67.0,71.0,70.0,58.0,63.0,57.0,66.0,57.0,69.0,62.0,52.0,56.0,43.0,59.0,63.0,51.0,51.0,51.0,48.0
199186,67.0,71.0,right,medium,medium,63.0,58.0,59.0,65.0,62.0,74.0,51.0,48.0,62.0,71.0,83.0,82.0,74.0,63.0,78.0,63.0,74.0,57.0,56.0,59.0,51.0,36.0,58.0,64.0,63.0,20.0,27.0,24.0
210954,69.0,69.0,right,medium,medium,47.0,67.0,73.0,59.0,67.0,66.0,44.0,36.0,55.0,68.0,60.0,63.0,55.0,71.0,57.0,73.0,75.0,59.0,79.0,58.0,56.0,20.0,71.0,47.0,70.0,29.0,33.0,23.0
183966,75.0,75.0,right,medium,high,58.0,38.0,70.0,66.0,25.0,63.0,38.0,32.0,69.0,69.0,74.0,74.0,69.0,72.0,74.0,80.0,81.0,69.0,72.0,75.0,82.0,76.0,49.0,40.0,35.0,75.0,80.0,80.0
183614,72.0,75.0,right,high,medium,67.0,58.0,52.0,71.0,51.0,74.0,73.0,70.0,66.0,74.0,89.0,83.0,92.0,69.0,86.0,73.0,72.0,93.0,61.0,65.0,70.0,71.0,73.0,69.0,62.0,72.0,71.0,69.0
209273,60.0,67.0,left,high,low,66.0,39.0,58.0,58.0,43.0,66.0,65.0,40.0,41.0,63.0,76.0,79.0,70.0,57.0,64.0,56.0,69.0,62.0,63.0,38.0,71.0,54.0,58.0,50.0,39.0,58.0,60.0,57.0
107263,71.0,71.0,right,medium,medium,66.0,63.0,58.0,70.0,56.0,78.0,69.0,68.0,68.0,75.0,75.0,72.0,75.0,63.0,76.0,63.0,36.0,70.0,56.0,73.0,71.0,43.0,65.0,70.0,69.0,36.0,33.0,30.0
218214,62.0,70.0,right,None,2,24.0,74.0,62.0,40.0,55.0,48.0,30.0,28.0,30.0,47.0,58.0,67.0,52.0,50.0,48.0,72.0,65.0,70.0,86.0,62.0,55.0,21.0,57.0,47.0,57.0,21.0,23.0,25.0
194196,74.0,76.0,right,medium,medium,53.0,34.0,74.0,70.0,40.0,66.0,44.0,45.0,66.0,69.0,68.0,72.0,70.0,74.0,67.0,59.0,86.0,63.0,74.0,41.0,72.0,74.0,36.0,53.0,56.0,75.0,77.0,74.0
192989,68.0,74.0,right,medium,high,48.0,39.0,54.0,66.0,50.0,62.0,44.0,51.0,67.0,65.0,81.0,66.0,77.0,66.0,76.0,58.0,76.0,90.0,71.0,48.0,84.0,69.0,57.0,54.0,32.0,67.0,64.0,67.0
201454,78.0,81.0,left,high,medium,80.0,54.0,70.0,74.0,52.0,74.0,73.0,68.0,70.0,75.0,77.0,84.0,69.0,78.0,62.0,80.0,73.0,91.0,75.0,69.0,74.0,74.0,64.0,58.0,76.0,74.0,79.0,78.0
214907,70.0,80.0,right,high,medium,62.0,58.0,61.0,71.0,54.0,76.0,60.0,55.0,65.0,76.0,74.0,76.0,78.0,63.0,70.0,76.0,65.0,52.0,78.0,51.0,55.0,49.0,66.0,71.0,66.0,39.0,49.0,44.0
210109,61.0,61.0,right,high,low,35.0,64.0,57.0,44.0,57.0,56.0,36.0,23.0,32.0,58.0,69.0,72.0,66.0,61.0,51.0,62.0,58.0,74.0,73.0,47.0,30.0,22.0,65.0,52.0,54.0,25.0,25.0,25.0
162221,65.0,65.0,right,high,medium,60.0,56.0,68.0,64.0,60.0,69.0,63.0,62.0,64.0,66.0,66.0,72.0,71.0,64.0,54.0,67.0,60.0,85.0,71.0,64.0,61.0,57.0,70.0,65.0,58.0,37.0,47.0,48.0
230036,65.0,74.0,right,high,medium,62.0,59.0,52.0,68.0,48.0,65.0,48.0,42.0,68.0,66.0,74.0,73.0,72.0,61.0,72.0,60.0,58.0,84.0,61.0,62.0,62.0,61.0,49.0,59.0,51.0,60.0,62.0,63.0
143743,72.0,72.0,right,medium,medium,25.0,25.0,25.0,24.0,25.0,25.0,25.0,25.0,23.0,25.0,23.0,26.0,27.0,70.0,41.0,36.0,29.0,21.0,83.0,25.0,37.0,25.0,25.0,31.0,31.0,25.0,25.0,25.0
163794,54.0,54.0,right,medium,medium,55.0,49.0,41.0,60.0,49.0,55.0,57.0,58.0,58.0,55.0,50.0,50.0,59.0,59.0,57.0,67.0,56.0,34.0,55.0,62.0,73.0,33.0,55.0,58.0,58.0,41.0,38.0,34.0
177590,62.0,64.0,left,medium,medium,61.0,50.0,58.0,69.0,57.0,66.0,49.0,46.0,65.0,70.0,65.0,55.0,69.0,64.0,65.0,62.0,52.0,61.0,60.0,36.0,54.0,55.0,56.0,59.0,51.0,52.0,49.0,48.0
189477,72.0,76.0,right,high,medium,60.0,51.0,52.0,78.0,59.0,65.0,65.0,70.0,75.0,75.0,72.0,66.0,75.0,73.0,81.0,61.0,62.0,65.0,56.0,69.0,72.0,73.0,60.0,78.0,59.0,72.0,72.0,55.0
205083,76.0,77.0,right,medium,medium,83.0,70.0,49.0,78.0,69.0,77.0,80.0,78.0,76.0,79.0,72.0,68.0,78.0,71.0,73.0,70.0,53.0,76.0,68.0,74.0,59.0,31.0,69.0,81.0,72.0,51.0,53.0,54.0
228348,64.0,70.0,left,medium,medium,55.0,57.0,50.0,57.0,54.0,59.0,53.0,51.0,53.0,57.0,79.0,84.0,77.0,58.0,63.0,78.0,71.0,74.0,67.0,58.0,59.0,59.0,58.0,56.0,52.0,64.0,65.0,65.0
220966,66.0,77.0,left,high,low,47.0,58.0,52.0,68.0,62.0,73.0,65.0,59.0,65.0,75.0,72.0,67.0,71.0,59.0,77.0,63.0,54.0,65.0,56.0,67.0,57.0,62.0,56.0,62.0,37.0,60.0,62.0,58.0
204346,70.0,78.0,left,medium,medium,69.0,63.0,43.0,70.0,47.0,74.0,70.0,57.0,66.0,70.0,83.0,74.0,81.0,63.0,87.0,61.0,70.0,62.0,48.0,56.0,48.0,50.0,60.0,73.0,51.0,49.0,57.0,55.0
107579,68.0,68.0,left,medium,medium,12.0,12.0,9.0,32.0,15.0,15.0,15.0,17.0,33.0,23.0,45.0,46.0,50.0,68.0,33.0,23.0,72.0,32.0,64.0,13.0,39.0,21.0,13.0,33.0,21.0,12.0,10.0,11.0
167398,66.0,68.0,right,None,o,52.0,67.0,72.0,62.0,60.0,61.0,57.0,52.0,64.0,68.0,68.0,56.0,66.0,63.0,67.0,69.0,75.0,59.0,74.0,58.0,47.0,32.0,64.0,60.0,61.0,23.0,42.0,30.0
208158,63.0,69.0,right,high,medium,63.0,63.0,64.0,61.0,56.0,63.0,48.0,36.0,58.0,64.0,65.0,64.0,64.0,62.0,62.0,69.0,71.0,70.0,62.0,62.0,43.0,18.0,61.0,66.0,59.0,17.0,23.0,19.0
113176,71.0,71.0,left,medium,medium,71.0,36.0,59.0,68.0,33.0,68.0,66.0,39.0,67.0,71.0,75.0,77.0,72.0,70.0,60.0,66.0,68.0,78.0,68.0,63.0,72.0,71.0,65.0,57.0,49.0,69.0,71.0,71.0
211557,71.0,79.0,left,low,medium,35.0,21.0,67.0,51.0,32.0,41.0,30.0,29.0,56.0,51.0,55.0,60.0,50.0,69.0,53.0,46.0,60.0,55.0,74.0,31.0,77.0,71.0,27.0,29.0,35.0,77.0,77.0,75.0
212404,77.0,83.0,left,high,medium,74.0,66.0,48.0,76.0,70.0,83.0,73.0,70.0,66.0,83.0,83.0,83.0,83.0,76.0,68.0,74.0,54.0,80.0,62.0,74.0,52.0,34.0,72.0,76.0,68.0,34.0,34.0,37.0
189736,66.0,68.0,right,medium,medium,71.0,50.0,58.0,70.0,66.0,71.0,75.0,66.0,62.0,72.0,82.0,80.0,73.0,63.0,66.0,68.0,51.0,81.0,68.0,70.0,74.0,56.0,67.0,61.0,68.0,50.0,50.0,50.0
210964,70.0,76.0,right,medium,medium,15.0,17.0,58.0,58.0,14.0,42.0,13.0,19.0,45.0,56.0,68.0,67.0,60.0,68.0,59.0,15.0,81.0,70.0,88.0,12.0,59.0,70.0,13.0,13.0,13.0,68.0,76.0,75.0
213814,67.0,75.0,right,medium,medium,66.0,62.0,36.0,65.0,46.0,66.0,42.0,36.0,57.0,74.0,75.0,71.0,71.0,62.0,74.0,53.0,49.0,55.0,51.0,45.0,38.0,23.0,65.0,67.0,43.0,30.0,27.0,26.0
173132,72.0,72.0,right,high,low,30.0,75.0,67.0,65.0,71.0,68.0,52.0,51.0,32.0,69.0,77.0,79.0,62.0,75.0,64.0,75.0,72.0,68.0,63.0,71.0,52.0,30.0,76.0,53.0,70.0,23.0,23.0,24.0
179847,77.0,77.0,right,medium,medium,44.0,43.0,84.0,66.0,35.0,48.0,46.0,37.0,62.0,66.0,33.0,32.0,35.0,74.0,33.0,63.0,44.0,67.0,92.0,26.0,81.0,79.0,32.0,47.0,33.0,74.0,82.0,79.0
201988,78.0,78.0,right,medium,high,23.0,26.0,80.0,70.0,21.0,39.0,49.0,42.0,56.0,66.0,54.0,53.0,48.0,72.0,48.0,27.0,76.0,68.0,79.0,29.0,78.0,82.0,36.0,44.0,42.0,82.0,79.0,78.0
186140,70.0,72.0,right,medium,low,62.0,71.0,69.0,71.0,74.0,68.0,71.0,51.0,25.0,73.0,68.0,75.0,74.0,67.0,65.0,73.0,66.0,64.0,68.0,69.0,41.0,35.0,69.0,63.0,64.0,20.0,11.0,12.0
139668,79.0,79.0,left,medium,medium,13.0,17.0,12.0,36.0,12.0,11.0,14.0,12.0,35.0,20.0,55.0,50.0,60.0,80.0,61.0,20.0,84.0,34.0,62.0,13.0,36.0,22.0,12.0,45.0,22.0,19.0,12.0,14.0
220466,71.0,83.0,left,medium,medium,72.0,42.0,68.0,69.0,69.0,70.0,76.0,59.0,63.0,73.0,79.0,79.0,75.0,60.0,71.0,75.0,55.0,78.0,55.0,75.0,64.0,60.0,60.0,60.0,59.0,67.0,76.0,77.0
216796,74.0,81.0,left,high,medium,73.0,65.0,53.0,77.0,59.0,86.0,77.0,75.0,60.0,80.0,80.0,72.0,85.0,68.0,84.0,75.0,62.0,63.0,39.0,70.0,81.0,48.0,69.0,70.0,66.0,26.0,35.0,27.0
178418,73.0,73.0,left,medium,medium,71.0,41.0,77.0,62.0,31.0,59.0,69.0,47.0,62.0,59.0,63.0,67.0,56.0,74.0,53.0,70.0,71.0,69.0,78.0,57.0,62.0,82.0,50.0,38.0,48.0,79.0,80.0,80.0
170309,69.0,69.0,right,medium,medium,50.0,67.0,73.0,59.0,66.0,71.0,41.0,49.0,35.0,70.0,77.0,77.0,58.0,62.0,64.0,72.0,88.0,65.0,80.0,56.0,51.0,26.0,66.0,48.0,68.0,19.0,19.0,18.0
232437,70.0,80.0,left,medium,medium,70.0,27.0,67.0,66.0,25.0,52.0,32.0,33.0,30.0,63.0,67.0,64.0,57.0,72.0,67.0,27.0,56.0,60.0,53.0,24.0,50.0,69.0,41.0,38.0,38.0,70.0,76.0,78.0
220513,68.0,78.0,left,high,high,68.0,60.0,41.0,65.0,49.0,70.0,47.0,42.0,57.0,69.0,79.0,82.0,80.0,66.0,74.0,63.0,35.0,63.0,39.0,62.0,58.0,47.0,60.0,67.0,53.0,41.0,49.0,49.0
201335,71.0,75.0,right,medium,high,56.0,70.0,75.0,69.0,67.0,64.0,55.0,55.0,53.0,70.0,69.0,68.0,75.0,71.0,56.0,75.0,77.0,72.0,80.0,65.0,63.0,33.0,70.0,68.0,73.0,25.0,19.0,23.0
202828,73.0,77.0,right,medium,medium,72.0,58.0,48.0,78.0,62.0,70.0,74.0,74.0,76.0,78.0,69.0,69.0,72.0,70.0,78.0,76.0,60.0,71.0,74.0,78.0,60.0,70.0,60.0,76.0,68.0,62.0,68.0,64.0
187491,76.0,78.0,right,high,medium,56.0,77.0,70.0,71.0,76.0,80.0,73.0,64.0,62.0,78.0,86.0,85.0,75.0,72.0,66.0,75.0,67.0,74.0,75.0,74.0,67.0,32.0,77.0,75.0,74.0,26.0,28.0,24.0
226114,58.0,66.0,right,medium,low,27.0,56.0,44.0,45.0,50.0,62.0,39.0,37.0,30.0,58.0,68.0,74.0,62.0,49.0,29.0,73.0,33.0,32.0,70.0,58.0,50.0,28.0,55.0,36.0,51.0,15.0,19.0,13.0
201387,63.0,78.0,right,low,high,38.0,15.0,54.0,53.0,24.0,19.0,23.0,31.0,50.0,45.0,56.0,61.0,54.0,62.0,59.0,57.0,80.0,65.0,82.0,24.0,67.0,64.0,27.0,37.0,29.0,64.0,64.0,59.0
201995,79.0,84.0,right,medium,low,73.0,71.0,44.0,75.0,61.0,87.0,71.0,69.0,69.0,86.0,93.0,91.0,91.0,67.0,88.0,82.0,49.0,77.0,55.0,84.0,31.0,26.0,68.0,70.0,53.0,24.0,34.0,32.0
232129,64.0,70.0,left,medium,low,62.0,56.0,57.0,58.0,58.0,70.0,49.0,33.0,35.0,70.0,66.0,68.0,68.0,62.0,65.0,63.0,60.0,53.0,66.0,59.0,26.0,18.0,60.0,56.0,60.0,16.0,20.0,13.0
175254,78.0,79.0,left,medium,medium,59.0,79.0,76.0,70.0,75.0,73.0,66.0,68.0,53.0,77.0,73.0,76.0,61.0,78.0,68.0,84.0,75.0,64.0,92.0,69.0,81.0,43.0,82.0,61.0,73.0,42.0,44.0,47.0
225346,73.0,79.0,right,high,high,69.0,70.0,49.0,72.0,72.0,76.0,71.0,75.0,65.0,74.0,84.0,80.0,73.0,71.0,69.0,84.0,74.0,78.0,65.0,69.0,63.0,44.0,70.0,68.0,65.0,39.0,32.0,35.0
203796,73.0,76.0,left,medium,medium,70.0,66.0,51.0,76.0,70.0,72.0,79.0,72.0,75.0,79.0,71.0,69.0,77.0,74.0,83.0,73.0,52.0,75.0,48.0,69.0,68.0,69.0,70.0,70.0,70.0,55.0,65.0,46.0
184965,69.0,70.0,right,high,medium,74.0,52.0,58.0,69.0,33.0,74.0,47.0,43.0,72.0,76.0,68.0,66.0,75.0,71.0,74.0,72.0,70.0,54.0,60.0,57.0,75.0,67.0,58.0,59.0,63.0,75.0,73.0,73.0
135475,79.0,79.0,right,medium,high,64.0,61.0,83.0,79.0,67.0,69.0,55.0,56.0,76.0,76.0,72.0,69.0,69.0,76.0,66.0,84.0,84.0,75.0,85.0,74.0,91.0,77.0,65.0,73.0,74.0,76.0,81.0,80.0
192988,69.0,75.0,right,medium,low,64.0,64.0,60.0,73.0,57.0,71.0,70.0,67.0,67.0,73.0,68.0,58.0,64.0,58.0,58.0,75.0,66.0,65.0,71.0,70.0,58.0,48.0,69.0,68.0,59.0,37.0,39.0,30.0
177389,64.0,64.0,right,medium,medium,62.0,50.0,40.0,58.0,44.0,67.0,65.0,63.0,54.0,64.0,77.0,79.0,72.0,64.0,85.0,61.0,82.0,67.0,59.0,46.0,69.0,50.0,61.0,63.0,59.0,35.0,29.0,32.0
214207,78.0,82.0,right,high,medium,77.0,76.0,67.0,69.0,71.0,80.0,84.0,52.0,66.0,80.0,88.0,84.0,77.0,76.0,70.0,83.0,67.0,75.0,80.0,73.0,80.0,37.0,79.0,66.0,67.0,25.0,32.0,30.0
152870,65.0,65.0,left,low,medium,55.0,36.0,69.0,40.0,30.0,41.0,30.0,45.0,39.0,55.0,53.0,65.0,62.0,70.0,57.0,70.0,70.0,68.0,73.0,59.0,69.0,48.0,24.0,50.0,67.0,66.0,71.0,65.0
176957,74.0,74.0,right,medium,medium,33.0,37.0,91.0,52.0,26.0,36.0,30.0,21.0,49.0,42.0,77.0,82.0,44.0,73.0,34.0,69.0,79.0,64.0,78.0,38.0,77.0,64.0,40.0,33.0,53.0,76.0,78.0,80.0
203798,66.0,71.0,right,medium,medium,65.0,49.0,56.0,70.0,61.0,61.0,59.0,56.0,67.0,66.0,74.0,69.0,71.0,61.0,77.0,69.0,55.0,76.0,67.0,66.0,72.0,67.0,66.0,66.0,52.0,58.0,60.0,56.0
184820,72.0,72.0,right,low,high,53.0,43.0,77.0,64.0,48.0,56.0,44.0,39.0,58.0,64.0,50.0,54.0,61.0,72.0,55.0,47.0,57.0,34.0,72.0,44.0,74.0,67.0,30.0,54.0,45.0,76.0,75.0,72.0
188234,73.0,73.0,left,medium,medium,43.0,24.0,76.0,67.0,26.0,52.0,33.0,31.0,64.0,63.0,62.0,65.0,53.0,70.0,46.0,76.0,70.0,50.0,86.0,58.0,80.0,69.0,26.0,38.0,52.0,72.0,75.0,71.0
182105,77.0,77.0,right,medium,medium,25.0,25.0,25.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,52.0,51.0,54.0,80.0,32.0,34.0,74.0,33.0,69.0,25.0,35.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
768,73.0,73.0,left,low,medium,46.0,20.0,71.0,69.0,19.0,52.0,49.0,21.0,66.0,70.0,50.0,53.0,62.0,72.0,71.0,68.0,70.0,55.0,67.0,40.0,66.0,79.0,29.0,51.0,35.0,76.0,78.0,76.0
209767,64.0,67.0,left,medium,medium,58.0,62.0,61.0,55.0,50.0,70.0,60.0,48.0,50.0,66.0,70.0,72.0,70.0,62.0,61.0,70.0,62.0,61.0,70.0,60.0,54.0,38.0,65.0,52.0,51.0,42.0,34.0,38.0
170159,72.0,72.0,left,medium,high,68.0,48.0,70.0,69.0,67.0,65.0,72.0,70.0,70.0,68.0,74.0,85.0,65.0,70.0,60.0,71.0,75.0,76.0,77.0,69.0,68.0,72.0,54.0,58.0,60.0,70.0,73.0,69.0
202088,72.0,75.0,right,medium,medium,68.0,64.0,45.0,70.0,59.0,75.0,60.0,53.0,58.0,72.0,87.0,83.0,77.0,71.0,78.0,74.0,67.0,77.0,67.0,60.0,60.0,34.0,72.0,64.0,62.0,30.0,33.0,29.0
191066,71.0,75.0,right,medium,medium,50.0,51.0,63.0,75.0,58.0,67.0,65.0,62.0,69.0,71.0,66.0,65.0,67.0,70.0,68.0,70.0,71.0,72.0,71.0,66.0,77.0,72.0,59.0,64.0,57.0,71.0,72.0,68.0
150426,63.0,63.0,right,high,medium,42.0,64.0,72.0,59.0,52.0,52.0,42.0,44.0,29.0,57.0,62.0,67.0,65.0,57.0,52.0,75.0,62.0,60.0,77.0,59.0,70.0,34.0,64.0,48.0,43.0,15.0,12.0,12.0
228080,62.0,81.0,right,medium,medium,61.0,57.0,43.0,64.0,46.0,67.0,66.0,66.0,51.0,65.0,76.0,67.0,78.0,53.0,85.0,62.0,76.0,66.0,64.0,53.0,59.0,49.0,51.0,52.0,57.0,58.0,55.0,59.0
227604,63.0,77.0,right,medium,medium,35.0,64.0,65.0,60.0,64.0,58.0,64.0,33.0,42.0,60.0,64.0,66.0,53.0,64.0,51.0,69.0,66.0,58.0,77.0,56.0,32.0,22.0,59.0,54.0,55.0,18.0,21.0,17.0
197439,75.0,77.0,right,medium,medium,9.0,11.0,8.0,22.0,15.0,14.0,7.0,13.0,19.0,22.0,34.0,34.0,43.0,77.0,45.0,23.0,70.0,44.0,77.0,12.0,35.0,15.0,10.0,36.0,22.0,9.0,12.0,14.0
190232,69.0,71.0,right,medium,medium,66.0,55.0,60.0,66.0,54.0,67.0,74.0,78.0,65.0,71.0,61.0,63.0,64.0,63.0,69.0,82.0,79.0,72.0,70.0,68.0,73.0,73.0,48.0,68.0,55.0,68.0,73.0,63.0
219765,64.0,67.0,left,high,medium,68.0,51.0,39.0,63.0,45.0,67.0,50.0,42.0,48.0,63.0,89.0,87.0,58.0,54.0,70.0,65.0,49.0,69.0,65.0,44.0,50.0,40.0,57.0,48.0,67.0,44.0,48.0,51.0
7674,67.0,67.0,right,medium,medium,10.0,11.0,15.0,26.0,13.0,10.0,14.0,10.0,26.0,22.0,34.0,35.0,50.0,60.0,42.0,23.0,59.0,26.0,60.0,16.0,23.0,20.0,10.0,25.0,21.0,10.0,14.0,16.0
177588,66.0,66.0,right,medium,low,33.0,70.0,73.0,62.0,61.0,54.0,59.0,41.0,34.0,62.0,52.0,55.0,36.0,63.0,46.0,69.0,63.0,55.0,90.0,58.0,56.0,15.0,71.0,43.0,66.0,14.0,21.0,12.0
198229,64.0,65.0,right,medium,low,51.0,65.0,59.0,57.0,60.0,64.0,45.0,47.0,44.0,64.0,74.0,79.0,63.0,60.0,45.0,64.0,69.0,62.0,81.0,60.0,36.0,14.0,61.0,46.0,54.0,20.0,23.0,20.0
205138,69.0,74.0,left,high,high,64.0,62.0,57.0,68.0,60.0,73.0,74.0,73.0,64.0,71.0,75.0,77.0,80.0,66.0,68.0,67.0,71.0,74.0,72.0,64.0,78.0,40.0,66.0,65.0,70.0,32.0,38.0,32.0
217792,56.0,68.0,left,medium,medium,35.0,25.0,61.0,48.0,38.0,40.0,28.0,25.0,38.0,43.0,34.0,32.0,43.0,48.0,61.0,44.0,30.0,51.0,84.0,25.0,47.0,58.0,48.0,34.0,31.0,62.0,51.0,51.0
218215,66.0,72.0,right,None,2,56.0,40.0,57.0,68.0,39.0,70.0,56.0,50.0,70.0,67.0,76.0,68.0,65.0,63.0,69.0,60.0,72.0,73.0,63.0,41.0,75.0,59.0,70.0,83.0,51.0,54.0,59.0,78.0
112947,63.0,63.0,left,None,3,64.0,50.0,50.0,61.0,45.0,62.0,72.0,61.0,59.0,69.0,62.0,62.0,60.0,66.0,71.0,61.0,49.0,53.0,64.0,58.0,72.0,63.0,63.0,63.0,61.0,59.0,63.0,66.0
180281,73.0,73.0,left,medium,medium,69.0,66.0,47.0,68.0,69.0,76.0,75.0,63.0,51.0,73.0,88.0,84.0,88.0,69.0,88.0,75.0,63.0,52.0,46.0,70.0,59.0,25.0,70.0,61.0,72.0,37.0,41.0,42.0
135507,80.0,80.0,right,medium,high,68.0,70.0,55.0,82.0,76.0,78.0,70.0,71.0,81.0,76.0,77.0,77.0,79.0,82.0,79.0,83.0,72.0,82.0,73.0,81.0,83.0,84.0,68.0,75.0,61.0,72.0,81.0,78.0
176028,69.0,69.0,right,low,high,60.0,51.0,69.0,70.0,42.0,61.0,54.0,60.0,69.0,63.0,48.0,53.0,57.0,62.0,57.0,79.0,67.0,70.0,78.0,69.0,85.0,74.0,55.0,50.0,51.0,68.0,73.0,64.0
162123,72.0,72.0,left,medium,high,54.0,39.0,75.0,60.0,54.0,45.0,42.0,35.0,52.0,58.0,32.0,31.0,30.0,70.0,35.0,68.0,62.0,71.0,85.0,42.0,83.0,71.0,29.0,44.0,57.0,71.0,73.0,76.0
212618,69.0,73.0,right,high,medium,46.0,72.0,83.0,60.0,70.0,61.0,63.0,49.0,49.0,68.0,63.0,55.0,66.0,59.0,59.0,68.0,80.0,78.0,82.0,65.0,72.0,30.0,69.0,46.0,67.0,30.0,43.0,40.0
143587,76.0,76.0,right,high,medium,76.0,66.0,58.0,77.0,75.0,79.0,85.0,80.0,78.0,80.0,68.0,69.0,78.0,74.0,74.0,83.0,67.0,63.0,59.0,80.0,73.0,69.0,74.0,78.0,80.0,45.0,55.0,49.0
199651,72.0,76.0,right,high,medium,64.0,59.0,47.0,68.0,66.0,78.0,67.0,61.0,65.0,76.0,83.0,81.0,82.0,70.0,76.0,62.0,60.0,78.0,53.0,63.0,52.0,39.0,71.0,70.0,63.0,23.0,29.0,27.0
138787,74.0,74.0,right,medium,medium,59.0,78.0,68.0,63.0,66.0,68.0,77.0,72.0,49.0,72.0,59.0,61.0,64.0,78.0,65.0,76.0,55.0,55.0,79.0,72.0,67.0,31.0,82.0,71.0,75.0,27.0,20.0,25.0
177981,75.0,75.0,right,medium,medium,59.0,58.0,54.0,77.0,76.0,67.0,69.0,73.0,75.0,75.0,66.0,58.0,62.0,78.0,62.0,83.0,75.0,82.0,76.0,68.0,76.0,76.0,73.0,72.0,59.0,60.0,78.0,68.0
212473,68.0,68.0,right,medium,medium,50.0,62.0,67.0,70.0,62.0,65.0,67.0,64.0,65.0,69.0,64.0,51.0,70.0,72.0,60.0,75.0,78.0,76.0,77.0,68.0,67.0,67.0,68.0,65.0,73.0,59.0,64.0,58.0
165517,76.0,76.0,right,medium,medium,64.0,47.0,57.0,79.0,55.0,69.0,66.0,67.0,79.0,78.0,67.0,67.0,72.0,78.0,68.0,77.0,56.0,55.0,59.0,71.0,72.0,80.0,64.0,80.0,69.0,68.0,76.0,75.0
204504,62.0,69.0,right,high,medium,56.0,57.0,61.0,62.0,61.0,68.0,54.0,21.0,61.0,65.0,78.0,84.0,75.0,63.0,72.0,66.0,74.0,53.0,64.0,54.0,66.0,70.0,60.0,60.0,54.0,51.0,58.0,57.0
162131,80.0,80.0,right,medium,medium,44.0,82.0,90.0,69.0,80.0,69.0,60.0,40.0,49.0,79.0,52.0,62.0,45.0,80.0,33.0,79.0,54.0,65.0,91.0,64.0,71.0,25.0,85.0,70.0,70.0,15.0,25.0,15.0
207707,74.0,75.0,left,medium,medium,77.0,55.0,54.0,70.0,44.0,73.0,62.0,49.0,60.0,71.0,80.0,82.0,74.0,74.0,71.0,76.0,72.0,85.0,70.0,54.0,70.0,74.0,70.0,53.0,43.0,67.0,72.0,74.0
215262,69.0,69.0,right,medium,medium,41.0,67.0,66.0,69.0,54.0,71.0,41.0,33.0,64.0,70.0,77.0,79.0,75.0,66.0,62.0,72.0,73.0,75.0,67.0,69.0,48.0,23.0,65.0,66.0,68.0,18.0,22.0,22.0
178628,75.0,77.0,right,high,medium,62.0,70.0,50.0,71.0,63.0,79.0,70.0,59.0,58.0,79.0,83.0,78.0,93.0,71.0,85.0,72.0,78.0,68.0,55.0,72.0,70.0,30.0,68.0,77.0,66.0,36.0,43.0,31.0
47131,76.0,76.0,right,medium,medium,51.0,29.0,84.0,69.0,39.0,52.0,65.0,64.0,72.0,73.0,44.0,50.0,45.0,76.0,44.0,57.0,63.0,59.0,88.0,26.0,74.0,77.0,31.0,63.0,58.0,68.0,75.0,77.0
182494,82.0,82.0,right,medium,medium,15.0,10.0,12.0,44.0,10.0,25.0,14.0,10.0,47.0,23.0,60.0,63.0,68.0,81.0,62.0,25.0,84.0,45.0,68.0,10.0,32.0,23.0,13.0,58.0,24.0,17.0,16.0,16.0
53014,75.0,75.0,left,medium,medium,70.0,36.0,69.0,72.0,58.0,62.0,71.0,62.0,65.0,71.0,65.0,65.0,61.0,78.0,68.0,67.0,69.0,75.0,74.0,60.0,80.0,77.0,59.0,56.0,33.0,84.0,79.0,82.0
210982,62.0,72.0,left,medium,medium,64.0,62.0,55.0,63.0,58.0,66.0,47.0,33.0,51.0,68.0,68.0,74.0,58.0,54.0,64.0,72.0,55.0,59.0,47.0,45.0,67.0,50.0,64.0,55.0,45.0,52.0,55.0,58.0
221883,63.0,72.0,right,medium,medium,55.0,47.0,36.0,70.0,51.0,67.0,66.0,49.0,67.0,71.0,66.0,53.0,70.0,61.0,66.0,59.0,50.0,53.0,56.0,62.0,43.0,30.0,60.0,65.0,56.0,48.0,54.0,59.0
219880,63.0,69.0,left,medium,medium,37.0,67.0,71.0,47.0,50.0,66.0,44.0,41.0,34.0,63.0,62.0,59.0,56.0,54.0,57.0,65.0,69.0,51.0,73.0,58.0,28.0,20.0,57.0,48.0,69.0,25.0,25.0,22.0
